time_s,rms_dbfs,spectral_centroid_hz,onset_strength
28.8853,-18.0377,1023.823,2.10403
28.9280,-17.7462,1012.649,2.10394
28.9707,-17.7350,994.515,2.10145
29.0133,-17.7147,1003.467,2.03163
29.0560,-17.6934,994.484,2.00668
29.0987,-17.8377,876.073,2.38754
29.1413,-17.8493,901.080,2.31440
29.1840,-18.3980,965.474,2.29754
29.2267,-18.2992,1010.881,2.05990
29.2693,-18.2216,1112.846,2.00717
29.3120,-18.1443,1126.284,2.07891
29.3547,-18.3757,1058.556,2.10312
29.3973,-18.3576,1030.017,2.03134
29.4400,-18.4685,1018.713,1.81167
29.4827,-18.5615,1009.551,1.96022
29.5253,-18.5427,1035.917,1.92983
29.5680,-18.5631,1027.403,2.35180
29.6107,-18.6020,977.132,2.47402
29.6533,-18.9159,1061.065,2.39876
29.6960,-19.0382,1078.404,2.37801
29.7387,-19.3427,1411.829,1.96476
29.7813,-19.9880,1531.597,2.60196
29.8240,-19.4122,1610.060,2.58919
29.8667,-19.4090,1703.253,2.63691
29.9093,-19.5765,1734.882,2.59714
29.9520,-19.3339,2137.132,2.99393
29.9947,-19.5379,2440.382,2.88547
30.0373,-19.2642,2616.450,3.27820
30.0800,-19.1634,2545.674,3.46546
30.1227,-19.1635,2801.544,3.21735
30.1653,-19.5657,2936.610,3.38545
30.2080,-19.2979,3288.929,2.95362
30.2507,-18.7295,3547.664,2.99718
30.2933,-19.1560,3195.776,3.07836
30.3360,-18.9159,3140.836,3.15393
30.3787,-18.7232,3304.944,3.28342
30.4213,-18.7964,3445.123,2.80816
30.4640,-18.6034,3593.690,2.79705
30.5067,-18.7366,3853.352,2.81014
30.5493,-18.6283,3886.951,2.99100
30.5920,-18.6500,4212.743,2.48183
30.6347,-18.9561,4649.119,2.56257
30.6773,-19.1653,4854.805,2.20328
30.7200,-19.4197,5114.245,1.99330
30.7627,-19.4441,5041.746,2.24132
30.8053,-19.3245,4969.773,2.29033
30.8480,-19.1629,5031.257,2.24794
30.8907,-19.1090,4804.030,2.12875
30.9333,-19.1384,4651.637,2.04900
30.9760,-19.0878,4695.807,2.01309
31.0187,-19.1115,4671.346,1.98808
31.0613,-19.0506,4685.619,2.03340
31.1040,-19.1444,4930.517,2.05061
31.1467,-19.3512,5010.612,1.96346
31.1893,-18.9064,5107.543,1.99471
31.2320,-18.6042,5229.874,2.04558
31.2747,-18.8019,5049.083,2.00192
31.3173,-18.4312,4808.495,1.97410
31.3600,-18.1233,4731.534,2.20730
31.4027,-17.7576,4585.994,2.00939
31.4453,-17.1108,4552.459,1.80857
31.4880,-17.0757,4324.463,1.99132
31.5307,-16.4216,4131.210,2.03046
31.5733,-15.6177,4273.829,2.02944
31.6160,-15.3332,4278.408,2.01837
31.6587,-15.5214,4262.108,1.94327
31.7013,-15.3297,3921.165,1.82833
31.7440,-15.5831,3522.972,1.89054
31.7867,-15.8656,3002.642,2.00677
31.8293,-15.8270,2751.800,1.88107
31.8720,-16.4496,2380.698,1.87971
31.9147,-16.7861,1872.157,1.91688
31.9573,-16.7913,1703.803,1.98251
32.0000,-17.4460,1438.651,1.85235
32.0427,-18.1417,1352.506,2.11156
32.0853,-18.6015,1377.782,2.09440
32.1280,-18.5202,1477.673,1.96756
32.1707,-18.6845,1476.192,1.92868
32.2133,-18.6254,1471.514,1.90641
32.2560,-18.3774,1451.431,1.93164
32.2987,-18.3513,1382.621,1.96844
32.3413,-18.0526,1374.453,1.88422
32.3840,-17.9146,1352.840,1.89798
32.4267,-17.8329,1320.698,1.96387
32.4693,-17.5770,1261.154,1.84380
32.5120,-17.2607,1229.785,2.09600
32.5547,-17.4138,1190.744,2.15242
32.5973,-17.4459,1197.922,2.31859
32.6400,-17.1116,1138.705,2.33819
32.6827,-16.9724,1096.931,2.09352
32.7253,-17.3017,1103.038,2.10207
32.7680,-17.0573,1096.170,2.14840
32.8107,-17.1165,1087.451,2.07904
32.8533,-17.3845,1069.418,2.09882
32.8960,-17.2537,1076.332,2.11936
32.9387,-17.1374,1096.487,2.05426
32.9813,-17.0679,1131.459,2.04083
33.0240,-16.8355,1125.914,2.41074
33.0667,-17.2573,1102.435,2.24492
33.1093,-17.2418,1067.588,2.25676
33.1520,-16.8642,1037.253,2.00351
33.1947,-16.9376,1053.670,1.86727
33.2373,-17.1342,987.767,1.61672
33.2800,-16.7036,868.845,2.06696
33.3227,-16.7521,789.018,2.01703
33.3653,-16.7362,739.248,1.98285
33.4080,-16.8747,694.358,2.15973
33.4507,-16.9735,767.512,2.11885
33.4933,-17.0847,716.793,2.63139
33.5360,-17.2123,662.403,2.68464
33.5787,-17.5793,710.163,2.70383
33.6213,-17.7176,714.889,2.79952
33.6640,-17.5817,751.560,2.54524
33.7067,-17.7234,804.420,2.64712
33.7493,-17.6180,818.967,2.73084
33.7920,-17.5310,728.680,2.75795
33.8347,-17.5599,796.250,2.81917
33.8773,-17.5185,832.782,3.01708
33.9200,-17.6098,865.184,2.47202
33.9627,-17.4791,950.470,2.49763
34.0053,-17.2384,953.168,2.96883
34.0480,-17.5110,1008.438,2.70931
34.0907,-17.3934,1092.928,2.76353
34.1333,-17.0339,1091.458,2.27445
34.1760,-17.1879,1124.171,2.18568
34.2187,-17.4089,1124.043,2.15345
34.2613,-17.0491,1067.964,2.39481
34.3040,-17.1007,1020.486,2.17719
34.3467,-16.8490,1004.616,2.14680
34.3893,-16.8131,924.559,2.25043
34.4320,-16.8523,917.129,2.18999
34.4747,-16.6795,915.983,2.45297
34.5173,-16.5722,854.180,2.41143
34.5600,-16.9372,864.755,2.51162
34.6027,-16.8405,846.355,2.73562
34.6453,-16.2951,832.588,2.39775
34.6880,-16.6034,866.785,2.44846
34.7307,-16.5903,886.735,2.60246
34.7733,-16.4566,866.666,2.60078
34.8160,-16.6314,909.671,2.61253
34.8587,-16.5288,929.049,2.65388
34.9013,-16.6122,1003.626,2.38557
34.9440,-17.0252,1067.661,2.53213
34.9867,-17.5765,1097.738,2.82099
35.0293,-18.0710,1131.767,2.66324
35.0720,-18.2458,1221.815,2.64973
35.1147,-18.4169,1231.968,2.45814
35.1573,-18.2910,1259.882,2.32120
35.2000,-18.2567,1300.212,2.22682
35.2427,-18.1696,1234.615,2.40112
35.2853,-18.4827,1235.012,2.32618
35.3280,-18.3735,1239.823,2.40058
35.3707,-18.5579,1171.510,2.32619
35.4133,-18.5492,1202.479,2.28679
35.4560,-18.0039,1171.663,2.63379
35.4987,-17.6516,1085.422,2.76842
35.5413,-17.9478,1033.449,2.73113
35.5840,-17.6670,966.205,2.71439
35.6267,-17.4266,899.173,2.45183
35.6693,-17.7413,868.027,2.46278
35.7120,-17.4836,880.086,2.54108
35.7547,-17.0458,811.148,2.53502
35.7973,-17.4657,827.392,2.53058
35.8400,-17.7112,867.787,2.52244
35.8827,-17.2625,959.047,2.25118
35.9253,-17.0342,1184.237,2.23218
35.9680,-16.9435,1193.705,3.06576
36.0107,-17.1026,1174.567,2.89910
36.0533,-17.4399,1180.918,2.87281
36.0960,-17.2602,1091.872,2.48668
36.1387,-16.7434,1200.892,2.28839
36.1813,-16.6407,1210.314,2.26800
36.2240,-16.6693,1069.891,2.61935
36.2667,-16.5889,831.288,2.53701
36.3093,-16.2596,821.255,2.50947
36.3520,-16.2350,799.676,2.82916
36.3947,-16.3519,983.943,2.68762
36.4373,-16.6414,995.148,3.18621
36.4800,-16.7398,804.174,3.33737
36.5227,-17.1381,798.207,3.51233
36.5653,-16.9927,796.797,3.53908
36.6080,-17.0091,868.071,2.63341
36.6507,-17.0974,876.120,2.77515
36.6933,-17.0400,905.394,2.87490
36.7360,-16.8051,694.410,3.00992
36.7787,-16.6005,734.963,3.04842
36.8213,-16.7471,814.022,3.08098
36.8640,-16.9736,847.327,2.70237
36.9067,-17.3521,1012.746,2.76160
36.9493,-17.7690,1026.552,3.20680
36.9920,-17.9501,1160.093,2.78346
37.0347,-18.1942,1293.955,2.83507
37.0773,-18.2889,1361.733,2.40781
37.1200,-18.3945,1444.550,2.28900
37.1627,-18.2680,1482.432,2.02536
37.2053,-18.7086,1409.389,2.37746
37.2480,-18.5525,1328.378,2.41697
37.2907,-18.7811,1362.396,2.37042
37.3333,-18.6700,1230.315,2.47827
37.3760,-18.3424,1324.414,2.38975
37.4187,-17.9529,1356.562,2.55066
37.4613,-17.9080,1398.518,2.53699
37.5040,-18.3127,1567.969,2.61513
37.5467,-18.5401,1858.420,2.58825
37.5893,-18.9962,2014.208,2.22250
37.6320,-19.0450,2109.880,2.37364
37.6747,-18.2502,2433.646,2.53110
37.7173,-18.3735,2342.048,2.53443
37.7600,-18.6600,2315.329,2.51143
37.8027,-18.7958,2212.736,2.52302
37.8453,-18.4149,2098.075,2.20137
37.8880,-18.1906,1921.198,2.17413
37.9307,-17.8041,1740.961,2.56400
37.9733,-17.6545,1610.504,2.38145
38.0160,-17.5489,1348.324,2.32078
38.0587,-17.0190,1234.439,2.12653
38.1013,-16.8287,1235.921,2.12632
38.1440,-16.8851,1213.974,2.03506
38.1867,-17.0863,1070.230,2.40859
38.2293,-16.7640,964.378,2.31475
38.2720,-16.6274,978.915,2.22666
38.3147,-16.5528,948.826,2.36773
38.3573,-16.7625,1023.013,2.26001
38.4000,-17.0090,1010.257,2.41964
38.4427,-17.0653,955.152,2.69484
38.4853,-17.4637,1020.737,2.62923
38.5280,-17.4307,1040.807,2.62737
38.5707,-17.5200,1053.601,2.25759
38.6133,-17.4465,1046.646,2.32529
38.6560,-16.9311,1048.465,2.35285
38.6987,-16.9027,910.619,2.57686
38.7413,-16.8194,929.672,2.54577
38.7840,-17.1687,939.345,2.53192
38.8267,-16.9908,872.982,2.29571
38.8693,-17.4603,969.448,2.37036
38.9120,-18.1038,959.430,2.87594
38.9547,-18.4861,984.758,2.54627
38.9973,-18.9861,1052.161,2.58356
39.0400,-19.1097,1093.349,2.52321
39.0827,-19.2196,1240.876,2.21181
39.1253,-19.1361,1341.082,2.20434
39.1680,-19.0132,1333.339,2.53496
39.2107,-19.1135,1256.465,2.48091
39.2533,-18.7854,1295.895,2.47129
39.2960,-18.7501,1245.504,2.73489
39.3387,-18.1666,1279.512,2.49647
39.3813,-17.7849,1278.950,2.48457
39.4240,-17.3089,1141.724,2.77337
39.4667,-17.4560,1154.806,2.67487
39.5093,-17.1425,1172.080,2.71502
39.5520,-17.0158,1168.569,2.37182
39.5947,-16.9370,1147.169,2.43068
39.6373,-16.6703,1111.929,2.41781
39.6800,-16.7775,954.590,2.53902
39.7227,-16.9285,960.660,2.56236
39.7653,-17.1823,973.382,2.53995
39.8080,-17.3665,894.152,2.32175
39.8507,-17.2661,1030.409,2.28266
39.8933,-17.4885,1050.368,3.10606
39.9360,-17.5157,1042.760,2.80331
39.9787,-18.0000,1144.563,2.78765
40.0213,-17.9947,1195.640,2.78548
40.0640,-18.0826,1277.764,2.75896
40.1067,-17.8893,1312.291,2.67202
40.1493,-17.6932,1248.787,3.09913
40.1920,-17.7764,1043.195,2.95698
40.2347,-17.5851,1101.882,2.96944
40.2773,-17.6862,1054.939,3.09962
40.3200,-17.7131,1129.910,2.91635
40.3627,-17.7687,1171.432,2.97577
40.4053,-18.2629,1002.030,3.52678
40.4480,-18.5490,966.554,3.43721
40.4907,-18.5517,993.463,3.48551
40.5333,-18.6333,1012.558,2.69823
40.5760,-19.1758,971.949,2.75525
40.6187,-18.8650,1070.037,2.84562
40.6613,-18.6345,962.053,3.07979
40.7040,-18.7602,932.362,2.81136
40.7467,-18.3227,978.317,2.86759
40.7893,-18.1844,994.466,2.39851
40.8320,-17.9986,1025.348,2.38070
40.8747,-17.5247,1073.625,2.69364
40.9173,-17.4499,1065.088,2.57929
40.9600,-17.8058,1083.155,2.52818
41.0027,-17.6877,1104.302,2.42391
41.0453,-17.2119,1144.150,1.97783
41.0880,-17.1435,1193.532,1.94453
41.1307,-17.3102,1141.051,2.08805
41.1733,-17.1500,1089.673,1.99459
41.2160,-17.2307,1104.648,2.05243
41.2587,-17.2571,1086.562,2.03406
41.3013,-17.0847,1092.260,1.86032
41.3440,-16.9271,1103.724,1.84126
41.3867,-17.0870,1069.378,1.94948
41.4293,-17.3533,1084.351,1.94594
41.4720,-17.6108,1171.691,2.05906
41.5147,-17.9766,1222.828,1.89435
41.5573,-18.3782,1251.483,1.86080
41.6000,-18.0217,1287.352,1.93871
41.6427,-17.9118,1277.944,2.14522
41.6853,-17.9622,1285.378,2.08217
41.7280,-17.7408,1301.499,2.12163
41.7707,-17.7950,1286.689,2.09553
41.8133,-17.7454,1307.963,2.11695
41.8560,-17.6326,1331.140,2.47954
41.8987,-17.6420,1334.054,2.48210
41.9413,-17.7054,1393.956,2.42562
41.9840,-17.2021,1397.199,2.44713
42.0267,-16.7993,1400.060,2.42633
42.0693,-16.7509,1422.257,2.35825
42.1120,-17.0486,1388.685,2.40460
42.1547,-16.9334,1323.047,2.25046
42.1973,-16.9435,1401.447,2.28519
42.2400,-16.8553,1356.761,2.52674
42.2827,-16.8652,1323.170,2.31021
42.3253,-16.6556,1304.988,2.25347
42.3680,-16.5398,1260.056,2.75332
42.4107,-16.8431,1313.005,2.65147
42.4533,-16.8744,1348.132,2.68244
42.4960,-16.8980,1311.656,2.26673
42.5387,-17.3234,1261.069,2.22804
42.5813,-16.9215,1310.996,2.30487
42.6240,-16.7599,1296.303,2.45647
42.6667,-16.9556,1289.908,2.34165
42.7093,-16.7457,1302.809,2.37076
42.7520,-16.5448,1247.290,2.37237
42.7947,-16.4521,1253.750,2.28390
42.8373,-16.3307,1260.764,2.67053
42.8800,-16.1594,1194.597,2.59079
42.9227,-16.4543,1195.054,2.57899
42.9653,-16.7564,1135.972,2.59347
43.0080,-16.7351,1115.524,2.00445
43.0507,-16.7496,1235.135,1.98006
43.0933,-16.6397,1226.763,2.11536
43.1360,-16.7320,1197.257,2.07417
43.1787,-16.9593,1208.633,2.07735
43.2213,-17.0367,1209.179,2.33204
43.2640,-17.1179,1179.189,2.22251
43.3067,-17.1220,1178.605,2.21088
43.3493,-16.9177,1114.856,2.64365
43.3920,-17.1259,1051.799,2.46723
43.4347,-16.7356,1097.857,2.55667
43.4773,-16.3863,1167.120,2.29235
43.5200,-16.6467,1209.166,2.15903
43.5627,-16.6508,1275.846,2.30549
43.6053,-16.3709,1407.709,2.79377
43.6480,-16.6793,1558.956,2.85227
43.6907,-16.9177,1751.362,2.94701
43.7333,-16.8628,1972.401,2.90295
43.7760,-16.8060,2131.542,2.90834
43.8187,-16.7597,2056.277,3.31601
43.8613,-16.7622,2002.259,3.12446
43.9040,-17.2516,1941.701,3.04867
43.9467,-17.0265,1778.472,3.04993
43.9893,-16.5445,1678.355,2.79093
44.0320,-17.0528,1576.384,2.77586
44.0747,-16.7370,1264.900,2.94224
44.1173,-16.4656,1048.225,2.89858
44.1600,-16.5149,1066.074,2.81767
44.2027,-16.7736,1074.050,2.72204
44.2453,-17.0633,1176.997,2.36482
44.2880,-17.6408,1232.120,2.32229
44.3307,-18.1111,1172.717,2.79145
44.3733,-18.5840,1161.274,2.66098
44.4160,-18.7389,1247.399,2.68920
44.4587,-18.9896,1224.284,2.36222
44.5013,-18.8685,1266.443,2.23669
44.5440,-18.9834,1341.948,2.26268
44.5867,-18.9001,1264.113,2.62000
44.6293,-18.9292,1229.115,2.41933
44.6720,-18.8630,1251.497,2.48194
44.7147,-18.7159,1206.192,2.46121
44.7573,-18.2454,1247.568,2.33919
44.8000,-17.5912,1220.205,2.86416
44.8427,-17.1580,1120.761,3.13608
44.8853,-17.6043,1044.276,3.01671
44.9280,-17.3063,954.321,3.02844
44.9707,-16.9056,952.913,2.44792
45.0133,-17.3236,1028.160,2.43163
45.0560,-16.9473,1028.068,2.55221
45.0987,-16.7899,889.302,2.62680
45.1413,-16.8408,872.548,2.70683
45.1840,-16.9962,846.831,3.25744
45.2267,-17.4127,854.067,2.99142
45.2693,-18.3034,985.006,3.05604
45.3120,-19.0841,960.630,3.39549
45.3547,-19.6681,1135.994,3.19867
45.3973,-19.7122,1464.539,3.30717
45.4400,-19.5698,1542.834,2.95018
45.4827,-19.4966,1591.409,2.69122
45.5253,-19.8925,1603.172,2.76380
45.5680,-19.5547,1565.486,2.99870
45.6107,-19.4291,1514.682,3.00045
45.6533,-19.4711,1494.971,3.05764
45.6960,-19.1266,1216.017,3.09467
45.7387,-18.7168,973.880,2.93460
45.7813,-17.7611,905.969,3.16571
45.8240,-17.0465,877.498,2.87994
45.8667,-17.3996,927.245,2.81115
45.9093,-17.5685,940.853,2.77228
45.9520,-17.3272,917.081,2.43887
45.9947,-17.2558,1012.953,2.42128
46.0373,-17.1934,1034.537,2.41805
46.0800,-17.2595,963.652,2.32515
46.1227,-17.0051,967.838,2.32352
46.1653,-17.1602,976.275,2.39636
46.2080,-17.1702,1016.667,2.16211
46.2507,-17.4034,1076.685,2.15252
46.2933,-17.7175,1066.659,2.58543
46.3360,-18.0425,1017.171,2.38620
46.3787,-18.0419,1045.079,2.42208
46.4213,-17.8406,1040.083,2.11769
46.4640,-17.9856,1073.168,1.87499
46.5067,-18.1613,1112.536,1.86604
46.5493,-17.7898,1112.501,2.16820
46.5920,-17.9793,1065.480,2.09295
46.6347,-18.0251,1066.775,2.10215
46.6773,-17.6853,1027.090,2.38181
46.7200,-17.9110,1060.293,2.26776
46.7627,-17.5779,1061.646,2.62530
46.8053,-17.2205,1020.357,2.92354
46.8480,-17.4827,1046.741,2.85370
46.8907,-17.7355,986.051,2.81983
46.9333,-17.9659,1006.761,2.37833
46.9760,-17.8372,1154.791,2.56875
47.0187,-17.6888,1252.967,2.94128
47.0613,-17.7072,1133.635,3.10804
47.1040,-17.4305,1095.433,3.02824
47.1467,-17.1110,1085.546,3.61648
47.1893,-16.4237,1113.610,3.30563
47.2320,-16.0829,1150.905,3.37817
47.2747,-15.9780,1115.380,3.78693
47.3173,-16.4036,966.818,3.43593
47.3600,-16.2637,928.222,3.61872
47.4027,-15.6490,1017.995,3.43354
47.4453,-15.9667,1041.737,3.26519
47.4880,-16.1033,1046.168,3.34414
47.5307,-15.7460,932.055,3.84881
47.5733,-16.0480,930.871,3.85248
47.6160,-16.5277,978.141,3.69052
47.6587,-17.0805,1014.580,3.58037
47.7013,-17.3184,1217.463,3.40906
47.7440,-17.8989,1264.948,3.55940
47.7867,-17.6248,1255.094,3.29400
47.8293,-18.0947,1426.744,3.25941
47.8720,-17.9689,1524.218,3.21464
47.9147,-17.6293,1554.068,2.94006
47.9573,-18.0082,1597.054,2.96392
48.0000,-17.7783,1588.264,2.87658
48.0427,-17.4892,1353.497,2.94444
48.0853,-17.6049,1295.104,2.72744
48.1280,-17.9483,1327.059,2.74104
48.1707,-18.2736,1263.091,2.39667
48.2133,-17.7463,1351.813,2.38324
48.2560,-17.7926,1313.814,2.77697
48.2987,-17.8769,1234.849,2.69831
48.3413,-18.3784,1237.659,2.68124
48.3840,-18.2930,1189.949,2.58507
48.4267,-17.7659,1219.283,2.27473
48.4693,-17.7172,1283.240,2.37116
48.5120,-17.7020,1224.223,2.56003
48.5547,-17.5179,1085.421,2.42409
48.5973,-17.2225,1098.572,2.37887
48.6400,-16.9896,1145.715,2.43010
48.6827,-17.2168,1243.192,2.13239
48.7253,-17.4140,1305.759,2.10014
48.7680,-17.2232,1240.183,2.64653
48.8107,-17.6491,1196.672,2.52092
48.8533,-17.5181,1122.691,2.45409
48.8960,-17.4603,1125.105,2.17682
48.9387,-17.4012,1135.117,1.98604
48.9813,-17.4142,1061.940,2.08539
49.0240,-17.5314,858.169,2.34965
49.0667,-17.2703,816.422,2.33378
49.1093,-17.3286,774.311,2.29984
49.1520,-17.2649,755.956,2.40907
49.1947,-16.9427,834.188,2.40894
49.2373,-17.2342,775.294,2.79207
49.2800,-16.9157,712.500,2.64089
49.3227,-17.1743,863.550,2.85571
49.3653,-17.1488,917.751,3.02598
49.4080,-17.3602,929.718,2.56476
49.4507,-17.4577,948.600,2.66247
49.4933,-16.9490,894.781,2.96158
49.5360,-17.0269,902.069,2.82991
49.5787,-17.1329,997.377,2.85473
49.6213,-17.2379,1065.238,2.90192
49.6640,-17.5038,1082.761,2.69920
49.7067,-17.1295,1157.689,2.72978
49.7493,-17.5477,1195.991,3.21994
49.7920,-18.0616,1341.089,2.89569
49.8347,-18.2016,1536.415,2.90337
49.8773,-18.4987,1529.904,2.57496
49.9200,-18.4724,1589.319,2.63669
49.9627,-18.4156,1629.892,2.57030
50.0053,-18.3785,1510.694,2.58384
50.0480,-18.4764,1470.511,2.46199
50.0907,-18.2277,1445.294,2.45861
50.1333,-18.2815,1350.452,2.38343
50.1760,-18.3083,1249.886,2.37900
50.2187,-17.6695,1219.125,2.58062
50.2613,-17.3971,1115.474,2.60080
50.3040,-17.5860,1061.268,2.53551
50.3467,-17.1586,1023.302,2.54056
50.3893,-17.0201,1009.117,2.04516
50.4320,-17.2070,1029.741,2.09307
50.4747,-16.9042,1034.028,2.54928
50.5173,-16.9244,983.822,2.50401
50.5600,-16.9781,949.785,2.52340
50.6027,-16.4992,904.724,2.56881
50.6453,-16.8034,917.124,2.36017
50.6880,-17.1508,899.774,2.37172
50.7307,-17.3190,871.977,2.87926
50.7733,-17.5835,875.338,2.67817
50.8160,-17.5104,853.544,2.68093
50.8587,-17.2543,832.910,2.57790
50.9013,-17.3081,897.180,2.41133
50.9440,-17.3611,918.851,2.40094
50.9867,-17.0422,842.804,2.65302
51.0293,-17.3616,867.039,2.69745
51.0720,-17.6109,851.857,2.73215
51.1147,-17.3923,795.525,2.57096
51.1573,-17.2929,851.141,2.56343
51.2000,-17.2126,821.677,3.01937
51.2427,-17.9357,741.199,2.88528
51.2853,-18.2576,797.268,2.93657
51.3280,-18.3846,848.785,2.93430
51.3707,-18.5752,864.813,2.45132
51.4133,-18.4113,900.297,2.54347
51.4560,-18.1555,900.739,2.87673
51.4987,-18.0100,838.477,2.71906
51.5413,-17.8437,888.896,2.70871
51.5840,-17.6199,913.265,2.78413
51.6267,-17.4022,953.895,2.49413
51.6693,-17.3559,960.471,2.45891
51.7120,-16.5167,939.053,2.96407
51.7547,-16.9334,957.537,2.63591
51.7973,-17.1742,980.988,2.62924
51.8400,-16.5709,1007.025,2.27489
51.8827,-16.5338,1146.181,2.30237
51.9253,-16.8397,1169.609,2.25799
51.9680,-16.7971,1036.554,2.58955
52.0107,-16.8115,1041.930,2.50161
52.0533,-17.1498,1036.384,2.49068
52.0960,-17.0909,999.372,2.32342
52.1387,-17.3680,1107.557,2.30967
52.1813,-17.3066,1066.292,2.85827
52.2240,-17.4314,921.107,2.85273
52.2667,-17.3312,935.136,2.91331
52.3093,-17.3382,960.959,2.94603
52.3520,-17.4009,1009.794,2.47009
52.3947,-17.5248,1087.307,2.68131
52.4373,-17.4548,1165.500,2.71807
52.4800,-17.6155,1165.658,2.65253
52.5227,-17.6052,1337.434,2.63661
52.5653,-17.6295,1580.411,2.73059
52.6080,-17.6414,1658.476,2.40119
52.6507,-17.6278,1733.723,2.41967
52.6933,-17.7119,1675.621,2.87136
52.7360,-18.0255,1633.357,2.68774
52.7787,-18.1544,1661.476,2.70173
52.8213,-18.1821,1563.327,2.26857
52.8640,-18.1001,1487.837,2.18386
52.9067,-17.8111,1273.590,2.10034
52.9493,-17.6485,1166.815,2.48072
52.9920,-17.7986,1138.496,2.35670
53.0347,-17.8406,1115.660,2.61729
53.0773,-17.9632,1077.859,2.82356
53.1200,-18.1929,1096.430,2.79033
53.1627,-17.9577,1039.706,3.05570
53.2053,-17.9334,995.139,2.95767
53.2480,-18.3090,1088.519,3.02017
53.2907,-18.1156,1132.091,3.12008
53.3333,-18.0577,1113.181,2.75637
53.3760,-18.3840,1095.120,2.81439
53.4187,-18.0586,1104.021,2.87925
53.4613,-17.6510,1032.362,2.85916
53.5040,-18.3240,1116.756,2.92950
53.5467,-17.7848,1132.304,3.12817
53.5893,-17.7593,1172.561,2.71070
53.6320,-17.8026,1198.320,2.74789
53.6747,-17.5796,1238.202,2.79111
53.7173,-18.0355,1423.501,2.56578
53.7600,-18.3422,1511.783,2.50587
53.8027,-18.5655,1536.673,2.23248
53.8453,-18.6694,1548.958,2.21070
53.8880,-18.7026,1616.828,2.22394
53.9307,-18.5456,1506.799,2.42908
53.9733,-18.1338,1463.827,2.27851
54.0160,-18.3894,1413.830,2.26327
54.0587,-18.2814,1299.504,2.46780
54.1013,-18.2016,1349.202,2.36121
54.1440,-18.1636,1285.349,2.84441
54.1867,-18.0133,1227.270,2.86099
54.2293,-18.1184,1132.737,2.84829
54.2720,-17.5690,1120.340,2.85718
54.3147,-17.1686,1108.269,2.38979
54.3573,-17.6111,1144.385,2.49405
54.4000,-17.5217,1118.141,2.82968
54.4427,-17.4407,1022.662,2.76978
54.4853,-17.2194,1020.648,2.78606
54.5280,-17.0337,1009.928,2.72312
54.5707,-16.9081,1059.416,2.46008
54.6133,-16.9587,1018.907,2.44581
54.6560,-16.7653,989.381,2.99126
54.6987,-16.9007,958.040,2.69168
54.7413,-16.9230,978.689,2.70921
54.7840,-16.7511,925.341,2.21249
54.8267,-16.6167,1001.827,2.06708
54.8693,-16.7735,1028.633,2.13841
54.9120,-16.4040,951.871,2.45213
54.9547,-16.7031,962.442,2.42638
54.9973,-16.7253,979.612,2.32196
55.0400,-16.8240,1028.044,2.30311
55.0827,-17.0360,1078.696,2.30846
55.1253,-17.1349,1125.323,2.42745
55.1680,-17.1492,1070.883,2.74278
55.2107,-17.6962,1142.889,2.79453
55.2533,-17.9386,1137.860,2.84009
55.2960,-17.9587,1115.156,2.33334
55.3387,-17.9342,1201.390,2.43466
55.3813,-17.8606,1290.409,2.52521
55.4240,-17.7160,1225.957,2.65359
55.4667,-17.9915,1221.116,2.65909
55.5093,-18.1223,1195.335,2.76990
55.5520,-17.9431,1134.837,2.41911
55.5947,-17.8299,1213.940,2.44522
55.6373,-17.9516,1195.522,3.05741
55.6800,-17.8814,1143.863,2.73199
55.7227,-17.7941,1018.860,2.77493
55.7653,-17.3806,968.807,2.66305
55.8080,-17.1093,1009.950,2.34014
55.8507,-17.0847,1029.696,2.28107
55.8933,-17.1686,967.312,2.51364
55.9360,-17.0245,874.910,2.49138
55.9787,-16.8187,903.356,2.45540
56.0213,-16.7298,848.111,2.58420
56.0640,-16.7986,895.317,2.44855
56.1067,-16.7078,889.159,2.47933
56.1493,-16.7340,802.119,2.63440
56.1920,-17.1891,822.946,2.64683
56.2347,-17.1526,852.231,2.66987
56.2773,-17.2256,880.798,2.05184
56.3200,-17.1388,937.419,2.11331
56.3627,-16.7614,980.896,2.15555
56.4053,-16.9756,897.113,2.28143
56.4480,-16.8530,918.060,2.26184
56.4907,-16.9150,946.774,2.23563
56.5333,-16.7890,930.543,2.04319
56.5760,-16.9464,982.637,2.00985
56.6187,-16.9860,954.399,2.64624
56.6613,-17.0812,894.643,2.40749
56.7040,-17.3113,873.839,2.35471
56.7467,-17.1349,879.214,2.27056
56.7893,-17.0995,964.108,1.90753
56.8320,-16.9368,973.872,1.88730
56.8747,-16.8811,911.891,2.34695
56.9173,-16.8068,827.679,2.32800
56.9600,-17.0387,833.469,2.30006
57.0027,-16.9919,778.804,2.59951
57.0453,-16.9530,952.863,2.42358
57.0880,-16.8561,956.858,2.73709
57.1307,-16.7820,820.729,3.00838
57.1733,-17.2415,915.935,2.96895
57.2160,-17.2143,1030.735,3.00945
57.2587,-17.3832,1079.076,2.81754
57.3013,-17.8410,1110.164,2.88513
57.3440,-17.4118,1123.317,3.00754
57.3867,-17.4327,906.528,3.26981
57.4293,-17.2832,1026.169,3.28875
57.4720,-17.3742,1131.898,3.35525
57.5147,-17.3955,1082.614,2.99247
57.5573,-17.3911,1194.601,3.00907
57.6000,-17.3634,1254.340,3.61248
