time_s,rms_dbfs,spectral_centroid_hz,onset_strength
57.6427,-17.3167,1283.284,3.19659
57.6853,-17.6003,1399.399,3.26997
57.7280,-17.3780,1454.827,3.14135
57.7707,-17.1121,1414.895,2.84657
57.8133,-17.3993,1409.383,2.83537
57.8560,-17.2173,1362.311,3.10739
57.8987,-17.3229,1263.361,2.67029
57.9413,-17.4013,1191.482,2.63886
57.9840,-17.2433,1146.289,2.80478
58.0267,-17.6035,1172.597,2.53242
58.0693,-17.5115,1177.233,2.60453
58.1120,-17.2688,1127.164,2.87491
58.1547,-17.7837,1110.413,2.76303
58.1973,-17.8856,1089.891,2.78652
58.2400,-17.8781,1023.133,2.19149
58.2827,-17.8953,1072.525,2.25474
58.3253,-17.8292,1138.175,2.27803
58.3680,-17.7032,1070.217,2.35875
58.4107,-17.6294,1036.104,2.33505
58.4533,-17.6616,1003.642,2.39052
58.4960,-17.5779,986.577,2.20230
58.5387,-17.4769,1023.241,2.11986
58.5813,-17.5472,1009.225,2.81315
58.6240,-17.6194,930.950,2.54329
58.6667,-17.8442,870.565,2.56197
58.7093,-17.4999,801.802,2.43926
58.7520,-17.3099,860.782,2.14784
58.7947,-17.5444,903.368,2.11491
58.8373,-17.2663,870.462,2.51578
58.8800,-17.3228,804.613,2.62063
58.9227,-17.4905,778.520,2.78240
58.9653,-17.1735,743.053,2.84665
59.0080,-17.6671,864.078,2.59273
59.0507,-17.8364,902.676,2.77925
59.0933,-17.4979,891.350,3.02314
59.1360,-17.9074,926.597,2.89765
59.1787,-17.9572,947.947,2.99331
59.2213,-17.7356,982.240,2.45923
59.2640,-17.8276,1023.768,2.45911
59.3067,-17.9070,1058.704,2.50269
59.3493,-17.6230,929.531,2.96825
59.3920,-17.5150,948.954,2.91097
59.4347,-17.3660,905.115,2.96893
59.4773,-16.9347,911.953,2.60839
59.5200,-16.7950,1006.574,2.47719
59.5627,-16.9747,1028.316,2.84938
59.6053,-17.0494,1078.752,2.78217
59.6480,-17.2349,1176.408,2.75865
59.6907,-17.3019,1179.664,2.61832
59.7333,-17.1805,1218.378,2.47977
59.7760,-17.3001,1325.444,2.45291
59.8187,-17.1154,1272.198,2.65056
59.8613,-17.3257,1189.189,2.48429
59.9040,-17.5254,1239.862,2.53233
59.9467,-17.6094,1203.658,2.56954
59.9893,-17.4498,1248.389,2.25617
60.0320,-17.4014,1279.988,2.33433
60.0747,-17.4464,1192.060,2.73778
60.1173,-17.8383,1129.778,2.66319
60.1600,-17.7256,1224.630,2.69806
60.2027,-17.5395,1229.285,2.19782
60.2453,-17.6975,1209.641,2.19552
60.2880,-17.9085,1225.092,2.20626
60.3307,-17.3848,1158.668,2.36208
60.3733,-17.5668,1142.754,2.17154
60.4160,-17.3102,1159.022,2.25225
60.4587,-17.4084,1156.238,2.11470
60.5013,-17.2129,1075.945,2.12322
60.5440,-17.0710,1039.725,2.76737
60.5867,-17.2522,955.828,2.82227
60.6293,-17.4590,939.511,2.69720
60.6720,-17.7309,909.836,2.66580
60.7147,-17.7199,927.657,2.19300
60.7573,-17.5738,1066.554,2.21625
60.8000,-17.3587,1056.729,2.55964
60.8427,-17.5095,1016.569,2.46918
60.8853,-17.6910,1010.157,2.44124
60.9280,-17.8149,1033.945,2.73899
60.9707,-17.7895,1117.904,2.49260
61.0133,-17.6799,1121.639,2.83834
61.0560,-17.7376,1035.171,3.22590
61.0987,-18.1875,916.800,3.10023
61.1413,-17.7501,919.010,3.09729
61.1840,-17.3539,1079.776,2.41403
61.2267,-17.6195,1231.666,2.40281
61.2693,-17.8043,1333.562,2.52111
61.3120,-17.2217,1288.645,2.50735
61.3547,-17.6302,1322.885,2.50320
61.3973,-17.4542,1558.861,2.97054
61.4400,-17.7360,1877.212,2.64318
61.4827,-17.7936,2009.053,2.65034
61.5253,-17.3707,1963.695,3.36068
61.5680,-17.1236,2229.679,3.02504
61.6107,-17.5456,2409.490,3.02265
61.6533,-17.3435,2465.275,3.23094
61.6960,-16.9883,2681.137,2.76390
61.7387,-17.3305,2619.527,2.84417
61.7813,-17.2219,2446.834,2.98480
61.8240,-16.9027,2828.345,3.13271
61.8667,-16.9263,3120.304,2.98742
61.9093,-16.9786,3265.586,3.09621
61.9520,-17.1280,3505.399,3.08711
61.9947,-17.4137,3852.380,3.08280
62.0373,-17.8317,4060.667,2.74488
62.0800,-18.3230,4569.705,2.76716
62.1227,-18.4751,5046.237,2.82265
62.1653,-18.6670,5101.018,2.16743
62.2080,-18.7307,5006.207,2.42604
62.2507,-18.7159,4948.780,2.46116
62.2933,-18.4318,5030.917,1.99430
62.3360,-18.7994,5058.332,2.13279
62.3787,-18.6134,5227.365,2.03993
62.4213,-18.5486,5335.115,1.93966
62.4640,-18.4743,5250.074,1.93010
62.5067,-18.2294,5355.197,2.05513
62.5493,-17.9411,5653.970,1.82211
62.5920,-18.3259,5780.964,1.85305
62.6347,-18.0775,5874.990,2.06869
62.6773,-17.7059,5776.930,1.91573
62.7200,-18.0028,5400.840,1.92946
62.7627,-17.7466,5091.072,1.97795
62.8053,-17.3296,5112.679,1.89959
62.8480,-17.1960,4883.373,1.65721
62.8907,-16.7786,4847.017,1.87881
62.9333,-16.6265,4807.832,1.86872
62.9760,-16.1866,4626.196,1.81983
63.0187,-15.7473,4681.960,1.95184
63.0613,-15.3089,4900.832,1.89106
63.1040,-15.4622,4960.447,1.78558
63.1467,-15.1825,4635.612,1.80536
63.1893,-15.1592,4275.123,1.91024
63.2320,-15.4692,3699.795,1.93624
63.2747,-15.3207,3120.256,1.92148
63.3173,-15.6165,2658.016,1.92246
63.3600,-15.8307,2256.218,1.91462
63.4027,-15.9845,1830.945,2.00287
63.4453,-16.3195,1414.715,1.97632
63.4880,-16.7050,1192.997,2.25091
63.5307,-17.3371,1097.563,2.32189
63.5733,-17.7882,1180.602,2.24188
63.6160,-17.9380,1232.429,2.20210
63.6587,-17.8222,1243.565,2.16278
63.7013,-17.5414,1291.423,2.23195
63.7440,-17.4758,1251.269,2.27873
63.7867,-17.3768,1162.300,2.14841
63.8293,-17.3336,1151.492,2.09273
63.8720,-17.1444,1148.428,2.12874
63.9147,-17.0808,1124.906,1.99987
63.9573,-17.0798,1104.716,2.00311
64.0000,-17.1137,1035.572,2.49283
64.0427,-17.1916,975.024,2.31518
64.0853,-17.5240,969.755,2.39107
64.1280,-17.1688,971.696,2.22564
64.1707,-17.1352,1094.892,1.96631
64.2133,-17.3524,1114.290,1.99717
64.2560,-17.2619,1052.647,2.19665
64.2987,-17.2315,1089.243,2.11163
64.3413,-17.4530,1139.265,2.10536
64.3840,-17.4031,1103.226,2.16107
64.4267,-17.3537,1173.031,2.15258
64.4693,-17.4214,1180.489,2.28072
64.5120,-17.4050,1033.288,2.65509
64.5547,-17.5886,1090.634,2.56570
64.5973,-17.6221,1129.153,2.57673
64.6400,-17.5151,1135.082,2.05012
64.6827,-17.2356,1217.394,2.04957
64.7253,-17.2881,1196.608,2.11216
64.7680,-17.2840,1061.510,2.14795
64.8107,-17.1594,1087.038,2.10777
64.8533,-17.5471,1060.371,2.15078
64.8960,-17.5445,1038.057,2.15954
64.9387,-17.3781,1098.750,2.15925
64.9813,-17.3083,994.333,2.64065
65.0240,-17.3857,889.376,2.46466
65.0667,-17.5902,961.568,2.49982
65.1093,-17.5746,979.947,2.64964
65.1520,-17.4793,965.682,2.34824
65.1947,-17.1588,968.117,2.45156
65.2373,-17.3817,833.390,2.75317
65.2800,-17.2639,759.653,2.72620
65.3227,-17.0726,808.929,2.76969
65.3653,-17.0048,782.325,2.96285
65.4080,-17.0876,881.062,2.82951
65.4507,-17.2912,942.878,2.92565
65.4933,-17.3153,934.620,3.28857
65.5360,-17.9033,1133.599,3.03776
65.5787,-17.9182,1253.943,3.08061
65.6213,-17.9927,1282.605,2.78561
65.6640,-17.8397,1346.478,2.84578
65.7067,-17.4884,1364.680,2.86648
65.7493,-17.6684,1168.483,2.67247
65.7920,-17.5457,1191.003,2.52799
65.8347,-17.7525,1196.945,2.65279
65.8773,-17.5012,1043.050,2.43984
65.9200,-17.3125,1055.080,2.46550
65.9627,-17.3573,973.569,2.81373
66.0053,-17.3786,931.534,2.52003
66.0480,-17.8335,990.908,2.63714
66.0907,-17.8849,1019.900,2.62884
66.1333,-17.9437,1009.979,2.32378
66.1760,-17.7947,1034.421,2.45055
66.2187,-17.6482,1010.903,2.69484
66.2613,-17.6650,936.810,2.43523
66.3040,-17.4210,990.490,2.47656
66.3467,-17.4809,975.191,2.46717
66.3893,-17.5591,987.099,2.37410
66.4320,-17.3277,1012.399,2.47413
66.4747,-17.2221,977.885,2.71794
66.5173,-17.4631,974.311,2.62240
66.5600,-17.3102,1004.494,2.60693
66.6027,-17.2352,1054.295,2.45669
66.6453,-17.2003,1105.028,2.40698
66.6880,-17.0580,1088.642,2.42845
66.7307,-17.1257,986.427,2.53497
66.7733,-17.2245,1031.242,2.49663
66.8160,-17.3946,1018.660,2.47847
66.8587,-17.0446,1020.117,2.45215
66.9013,-17.0032,1105.726,2.49310
66.9440,-17.0074,1041.720,2.80822
66.9867,-17.0142,992.584,2.76123
67.0293,-17.3386,1121.212,2.76024
67.0720,-17.3277,1145.808,3.00996
67.1147,-17.3015,1104.344,2.62704
67.1573,-17.1575,1098.319,2.70330
67.2000,-17.0717,1032.507,2.94275
67.2427,-17.0421,1028.467,2.71666
67.2853,-16.9712,1121.740,2.73141
67.3280,-16.9759,1129.194,2.91577
67.3707,-17.0771,1177.796,2.70841
67.4133,-17.3955,1199.553,2.66532
67.4560,-17.5478,1173.968,3.32855
67.4987,-18.0560,1398.264,3.05256
67.5413,-17.9987,1532.555,3.02201
67.5840,-17.8927,1472.068,2.88783
67.6267,-17.7316,1500.318,2.91279
67.6693,-17.6322,1483.486,2.88534
67.7120,-17.7592,1259.182,2.74545
67.7547,-17.6708,1358.166,2.78239
67.7973,-17.7208,1410.513,2.82345
67.8400,-17.7334,1225.558,2.84704
67.8827,-17.7881,1237.531,2.82803
67.9253,-17.6991,1182.875,3.50113
67.9680,-17.7217,1115.988,3.25553
68.0107,-18.5666,1198.874,3.29460
68.0533,-18.7344,1222.071,3.31696
68.0960,-18.7759,1198.109,2.75695
68.1387,-18.7170,1179.164,2.83409
68.1813,-18.7025,1111.751,2.96826
68.2240,-18.5545,983.569,2.73802
68.2667,-18.6344,1046.256,2.74007
68.3093,-18.4278,1015.253,2.83932
68.3520,-18.4852,975.085,2.60911
68.3947,-18.3231,1011.838,2.55654
68.4373,-18.1800,951.254,3.06285
68.4800,-18.1098,975.473,2.73744
68.5227,-18.1109,1037.352,2.71749
68.5653,-18.0061,1095.135,2.20769
68.6080,-17.6966,1164.786,2.18173
68.6507,-17.5386,1155.103,2.24133
68.6933,-17.7075,1049.858,2.41968
68.7360,-17.6989,1073.429,2.21616
68.7787,-17.6507,1054.297,2.20126
68.8213,-17.1897,1084.210,2.26673
68.8640,-17.5444,1200.208,2.29015
68.9067,-17.4586,1262.441,2.71502
68.9493,-17.4721,1313.069,2.58270
68.9920,-17.7556,1527.956,2.60403
69.0347,-17.7507,1767.159,2.74222
69.0773,-17.7232,1849.744,2.32909
69.1200,-17.3462,1834.801,2.44070
69.1627,-17.4500,1728.347,2.62964
69.2053,-17.3949,1584.581,2.49380
69.2480,-17.5400,1543.689,2.49005
69.2907,-17.2226,1396.983,2.63561
69.3333,-17.1401,1270.654,2.40363
69.3760,-17.2687,1112.300,2.45927
69.4187,-17.1677,1027.368,3.08125
69.4613,-17.4733,1211.704,2.86687
69.5040,-18.0068,1340.900,2.81499
69.5467,-17.9885,1381.879,2.50989
69.5893,-17.9467,1514.165,2.54818
69.6320,-17.8218,1514.007,2.54437
69.6747,-17.8085,1403.067,2.71964
69.7173,-17.6974,1461.400,2.53963
69.7600,-17.7776,1444.969,2.58966
69.8027,-17.7091,1265.416,2.58228
69.8453,-17.7437,1300.775,2.53220
69.8880,-17.6539,1263.673,3.07078
69.9307,-17.7486,1151.427,3.01994
69.9733,-17.8571,1227.117,3.02714
70.0160,-17.8271,1259.913,3.02558
70.0587,-17.7551,1240.846,2.41842
70.1013,-17.3424,1301.524,2.51007
70.1440,-17.6181,1314.280,2.65489
70.1867,-17.5480,1184.737,2.57864
70.2293,-17.6802,1233.454,2.61189
70.2720,-17.3357,1150.298,2.65199
70.3147,-17.5455,1133.906,2.34670
70.3573,-17.6323,1143.985,2.35407
70.4000,-17.5597,1107.582,2.96601
70.4427,-17.8179,1070.393,2.79200
70.4853,-18.5506,1062.779,2.80948
70.5280,-18.6077,1082.673,2.24633
70.5707,-18.5617,1249.722,2.14821
70.6133,-18.5006,1280.543,2.21903
70.6560,-18.4627,1172.797,2.47068
70.6987,-18.3776,1195.645,2.40602
70.7413,-18.4775,1160.935,2.34930
70.7840,-18.3542,1153.186,2.34164
70.8267,-18.5505,1292.197,2.25358
70.8693,-18.4498,1362.863,2.51714
70.9120,-18.5718,1237.012,2.53831
70.9547,-18.7355,1328.656,2.47094
70.9973,-18.7623,1412.745,2.53339
71.0400,-18.6897,1416.960,2.06475
71.0827,-18.2048,1421.791,2.17116
71.1253,-18.5469,1319.573,2.39030
71.1680,-18.4064,1141.873,2.47630
71.2107,-18.4806,1084.182,2.39918
71.2533,-18.2065,959.677,2.36082
71.2960,-17.9432,950.401,2.21350
71.3387,-18.0990,977.587,2.24355
71.3813,-17.8134,934.801,2.95212
71.4240,-17.7482,980.401,2.77451
71.4667,-17.9357,1110.230,2.74893
71.5093,-18.1847,1155.474,2.59266
71.5520,-18.0999,1241.740,2.49289
71.5947,-17.5516,1319.609,2.50577
71.6373,-17.8495,1173.125,2.79891
71.6800,-17.7867,1128.125,2.49713
71.7227,-17.6529,1172.425,2.43217
71.7653,-17.4590,1123.745,2.66703
71.8080,-17.4446,1206.817,2.51926
71.8507,-17.5198,1146.945,3.21594
71.8933,-17.4717,1010.875,3.52888
71.9360,-17.9584,1047.157,3.33414
71.9787,-17.9642,1052.118,3.63214
72.0213,-17.8205,1070.618,3.12790
72.0640,-17.9204,1177.163,3.22483
72.1067,-17.9459,1196.038,3.37623
72.1493,-17.7325,1087.299,3.26533
72.1920,-17.8677,1249.709,3.29170
72.2347,-18.0400,1263.670,3.36085
72.2773,-17.9039,1313.349,3.18038
72.3200,-17.9948,1427.769,3.24789
72.3627,-17.9558,1385.227,3.86677
72.4053,-18.0739,1289.247,3.40356
72.4480,-17.9822,1354.533,3.44999
72.4907,-18.1048,1382.617,2.84810
72.5333,-17.9231,1337.492,2.53123
72.5760,-17.4110,1398.154,2.62700
72.6187,-17.7242,1231.932,2.79488
72.6613,-17.5996,1177.012,2.57841
72.7040,-17.5817,1223.257,2.58728
72.7467,-17.4000,1191.186,2.80223
72.7893,-17.3767,1316.451,2.74684
72.8320,-17.5465,1288.729,3.05668
72.8747,-17.5376,1245.453,3.16021
72.9173,-18.1691,1340.872,2.97992
72.9600,-18.1456,1454.646,2.97528
73.0027,-18.3080,1490.709,2.46244
73.0453,-18.2407,1451.771,2.54412
73.0880,-17.8239,1396.832,2.64624
73.1307,-18.0377,1176.460,2.58507
73.1733,-17.9722,1172.645,2.56923
73.2160,-18.0833,1190.986,2.63360
73.2587,-17.7722,1109.238,2.17961
73.3013,-17.5533,1084.237,2.19695
73.3440,-17.5254,1018.386,2.75536
73.3867,-17.5047,1087.858,2.38969
73.4293,-17.6254,1205.186,2.42186
73.4720,-17.3853,1260.950,2.22929
73.5147,-17.3238,1298.439,2.07268
73.5573,-17.2909,1258.271,2.06091
73.6000,-17.2600,1141.097,2.26277
73.6427,-17.1969,1106.507,2.12724
73.6853,-17.1802,1149.237,2.12605
73.7280,-17.1100,1050.820,2.33651
73.7707,-17.2013,1057.802,2.28048
73.8133,-17.2176,1014.374,2.48332
73.8560,-17.1954,980.344,2.79188
73.8987,-17.7493,1101.709,2.72582
73.9413,-17.8025,1180.706,2.78004
73.9840,-17.7363,1200.071,2.25426
74.0267,-17.6896,1260.786,2.33583
74.0693,-17.6345,1277.178,2.57708
74.1120,-17.5740,1186.315,2.46320
74.1547,-17.5647,1241.745,2.46483
74.1973,-17.8877,1197.802,2.55451
74.2400,-17.6942,1157.109,2.48908
74.2827,-17.5183,1208.985,2.45779
74.3253,-17.3981,1146.666,3.03279
74.3680,-17.3848,1096.282,2.68500
74.4107,-17.5775,1131.927,2.71310
74.4533,-17.5703,1142.496,2.52678
74.4960,-17.4476,1166.297,2.15526
74.5387,-17.0679,1218.044,2.18551
74.5813,-17.3606,1090.096,2.36096
74.6240,-17.2368,993.372,2.25042
74.6667,-17.0806,1069.316,2.20373
74.7093,-16.9930,1013.713,2.19258
74.7520,-17.0198,1072.491,2.16777
74.7947,-17.2506,1099.793,2.41909
74.8373,-17.2903,1001.773,2.50555
74.8800,-17.7810,1105.637,2.30487
74.9227,-17.7896,1180.422,2.34770
74.9653,-17.7988,1199.008,2.05599
75.0080,-17.6229,1144.162,2.15049
75.0507,-17.2724,1096.913,2.27405
75.0933,-17.4321,947.576,2.47637
75.1360,-17.4203,1008.342,2.45464
75.1787,-17.4569,1090.374,2.60990
75.2213,-17.4983,1160.852,2.64304
75.2640,-17.2340,1299.629,2.71352
75.3067,-17.3144,1438.544,3.21683
75.3493,-17.3515,1525.713,2.94517
75.3920,-17.5919,1646.156,2.97139
75.4347,-17.5391,1701.671,2.82855
75.4773,-17.7801,1694.761,2.69784
75.5200,-17.9897,1673.858,2.78111
75.5627,-17.6548,1459.196,3.11371
75.6053,-17.7170,1335.734,2.78832
75.6480,-18.0025,1206.135,2.75575
75.6907,-17.8435,1120.670,2.91481
75.7333,-18.1391,1198.263,2.65700
75.7760,-17.8692,1197.960,2.70890
75.8187,-17.8240,1100.229,2.88986
75.8613,-18.2948,1089.856,2.61138
75.9040,-18.3019,1094.407,2.55093
75.9467,-17.9725,1038.346,2.16323
75.9893,-17.4532,1029.295,2.19977
76.0320,-17.6552,996.945,2.29112
76.0747,-17.5245,805.116,2.38023
76.1173,-17.2730,805.383,2.28510
76.1600,-17.2443,786.345,2.24882
76.2027,-16.9665,740.189,2.10045
76.2453,-16.9973,780.077,2.07790
76.2880,-17.0702,756.427,2.86472
76.3307,-17.1445,719.395,2.56920
76.3733,-17.7567,766.926,2.55398
76.4160,-17.7796,774.734,2.46163
76.4587,-17.7347,885.558,2.19514
76.5013,-17.6162,974.112,2.21527
76.5440,-17.6367,943.884,2.51408
76.5867,-17.5104,872.020,2.57970
76.6293,-17.5776,878.092,2.57875
76.6720,-17.8391,839.433,2.86560
76.7147,-17.7642,958.268,2.64456
76.7573,-17.7854,1132.888,2.88573
76.8000,-17.8029,976.550,3.23142
76.8427,-17.8586,1020.209,3.08399
76.8853,-18.1170,1095.501,3.23717
76.9280,-18.7161,1117.193,2.62746
76.9707,-18.8337,1212.265,2.68361
77.0133,-18.4088,1287.475,2.79304
77.0560,-18.5934,1126.874,3.17282
77.0987,-18.6673,1033.431,3.14950
77.1413,-18.3072,1075.933,3.15095
77.1840,-18.6518,1016.234,3.02010
77.2267,-18.3595,1149.031,2.88249
77.2693,-18.3065,1194.125,3.53252
77.3120,-18.4246,1115.703,3.14571
77.3547,-18.4487,1183.747,3.17034
77.3973,-18.0600,1233.206,3.00218
77.4400,-18.1290,1300.814,2.83921
77.4827,-18.3111,1394.306,2.83988
77.5253,-17.9671,1379.748,2.96311
77.5680,-17.9145,1206.300,2.75035
77.6107,-18.0095,1210.326,2.72284
77.6533,-17.6395,1221.981,2.87735
77.6960,-18.0587,1270.575,2.50082
77.7387,-17.9480,1267.843,2.46671
77.7813,-17.9753,1179.157,3.02705
77.8240,-18.4828,1161.062,2.83299
77.8667,-18.5748,1200.695,2.86887
77.9093,-17.9823,1228.227,2.34017
77.9520,-17.7196,1334.531,2.33765
77.9947,-18.0730,1351.100,2.39972
78.0373,-17.8747,1215.725,2.50112
78.0800,-17.7568,1220.871,2.29659
78.1227,-17.9676,1200.374,2.27938
78.1653,-17.5838,1131.013,2.25419
78.2080,-17.7838,1167.916,2.40761
78.2507,-17.6678,1137.648,2.76666
78.2933,-17.7055,1013.764,2.52634
78.3360,-17.8957,1069.146,2.51542
78.3787,-17.9009,1159.378,2.58576
78.4213,-17.8482,1214.532,2.02123
78.4640,-17.4157,1258.467,2.08812
78.5067,-17.6897,1212.310,2.75165
78.5493,-17.6236,1107.533,2.57810
78.5920,-17.2254,1132.990,2.57280
78.6347,-16.9205,1057.837,3.08884
78.6773,-16.2123,1024.313,2.91298
78.7200,-15.8988,927.447,2.91801
78.7627,-15.3295,799.795,3.15764
78.8053,-15.3181,791.373,2.99792
78.8480,-15.4138,830.741,2.90697
78.8907,-15.6827,824.230,2.81962
78.9333,-16.1366,806.581,2.79632
78.9760,-15.5870,838.407,2.92270
79.0187,-15.4298,754.271,3.43464
79.0613,-15.6772,815.638,3.45712
79.1040,-15.7283,838.515,3.46791
79.1467,-16.3431,796.646,2.94749
79.1893,-16.6943,851.988,2.97273
79.2320,-17.0549,884.907,3.48491
79.2747,-17.3582,904.473,3.08924
79.3173,-17.9332,1055.280,3.09298
79.3600,-17.6820,1122.636,3.10446
79.4027,-17.0748,1149.634,2.89239
79.4453,-17.1827,1272.007,2.83403
79.4880,-17.6067,1261.931,3.05884
79.5307,-17.4185,1195.801,2.85284
79.5733,-17.7256,1255.891,2.91322
79.6160,-17.6068,1229.201,2.89582
79.6587,-17.4941,1223.703,2.30691
79.7013,-17.6908,1308.865,2.40163
79.7440,-17.6226,1330.258,2.87005
79.7867,-17.7886,1332.699,2.63958
79.8293,-17.8850,1386.834,2.79551
79.8720,-17.8295,1401.075,2.39721
79.9147,-17.6360,1378.129,2.19418
79.9573,-17.2653,1429.872,2.29004
80.0000,-17.4933,1312.244,2.89387
80.0427,-17.3517,1256.047,2.86052
80.0853,-17.4597,1186.988,2.88336
80.1280,-17.2230,1093.025,2.71568
80.1707,-17.0164,1223.683,2.59762
80.2133,-17.1466,1245.348,3.19832
80.2560,-17.1249,1203.630,3.31796
80.2987,-17.7805,1267.880,3.28158
80.3413,-17.9663,1255.531,3.17503
80.3840,-17.8856,1350.105,2.70067
80.4267,-17.8181,1435.632,2.68907
80.4693,-17.9035,1399.567,2.76432
80.5120,-17.7856,1239.179,2.81800
80.5547,-17.7001,1258.981,2.82260
80.5973,-17.8797,1185.348,2.85920
80.6400,-17.9000,1164.474,2.32247
80.6827,-17.9120,1217.065,2.35425
80.7253,-17.8234,1019.775,2.76197
80.7680,-17.8556,977.452,2.62475
80.8107,-17.8616,1058.951,2.69379
80.8533,-18.0037,1040.899,2.23242
80.8960,-17.8163,1012.012,2.07479
80.9387,-17.2725,1018.645,2.22419
80.9813,-17.5940,867.531,2.65215
81.0240,-17.4865,820.985,2.61695
81.0667,-17.4569,905.995,2.66934
81.1093,-17.2838,820.460,2.62742
81.1520,-17.2755,878.961,2.44197
81.1947,-17.4485,908.937,2.82177
81.2373,-17.4887,928.010,2.91699
81.2800,-17.9965,1090.290,2.80942
81.3227,-17.8469,1188.900,2.80971
81.3653,-17.7955,1237.239,2.45304
81.4080,-17.7792,1258.989,2.51918
81.4507,-17.6373,1259.199,2.76002
81.4933,-17.6121,1122.552,2.79704
81.5360,-17.5959,1140.504,2.77313
81.5787,-17.7959,1075.881,2.80749
81.6213,-17.4611,1008.565,2.32474
81.6640,-17.2492,1022.932,2.30587
81.7067,-17.2017,958.403,2.90052
81.7493,-17.3922,948.810,2.71602
81.7920,-17.9741,1022.865,2.71380
81.8347,-17.8994,1038.865,2.41420
81.8773,-17.8452,1168.982,2.29957
81.9200,-17.7742,1250.107,2.39675
81.9627,-17.7945,1205.325,2.67703
82.0053,-17.6985,1203.983,2.61563
82.0480,-17.7932,1276.369,2.61887
82.0907,-17.7285,1225.953,2.42601
82.1333,-17.6551,1278.006,2.23767
82.1760,-17.7112,1294.888,2.48821
82.2187,-17.6504,1142.924,2.57138
82.2613,-17.8004,1188.947,2.56814
82.3040,-17.8439,1241.409,2.61887
82.3467,-17.7539,1380.003,2.16162
82.3893,-17.4474,1425.253,2.20040
82.4320,-17.5364,1413.664,2.40533
82.4747,-17.5073,1290.724,2.35299
82.5173,-17.3262,1399.916,2.33859
82.5600,-17.6371,1397.548,2.41438
82.6027,-17.6121,1442.360,2.19085
82.6453,-17.4098,1485.617,2.30641
82.6880,-17.2783,1309.885,2.78468
82.7307,-17.2737,1325.398,2.66997
82.7733,-17.4573,1450.268,2.76414
82.8160,-17.3982,1479.722,2.83161
82.8587,-17.2580,1408.758,2.66052
82.9013,-16.9129,1368.204,2.73792
82.9440,-17.1176,1174.478,2.98823
82.9867,-16.9657,1146.204,2.90649
83.0293,-16.7479,1172.246,2.93222
83.0720,-16.6550,1054.800,3.03298
83.1147,-16.9783,1043.445,3.03581
83.1573,-17.1382,1029.144,3.09856
83.2000,-17.2725,1016.509,3.31011
83.2427,-17.9349,1218.319,3.19351
83.2853,-18.1674,1344.023,3.07243
83.3280,-18.1136,1359.501,2.74098
83.3707,-17.9579,1451.286,2.81670
83.4133,-18.0163,1432.566,2.76808
83.4560,-18.0312,1310.631,2.69674
83.4987,-18.0994,1378.948,2.74249
83.5413,-18.0651,1344.446,2.67829
83.5840,-18.0455,1219.756,2.40799
83.6267,-17.9592,1247.644,2.32470
83.6693,-17.7553,1294.291,2.67979
83.7120,-17.6827,1248.772,2.39188
83.7547,-17.8003,1315.838,2.38032
83.7973,-17.7813,1368.312,2.26300
83.8400,-17.6839,1393.064,2.09077
83.8827,-17.2326,1450.955,2.14933
83.9253,-17.5511,1432.524,2.34058
83.9680,-17.4101,1359.573,2.21402
84.0107,-17.5323,1337.660,2.16960
84.0533,-17.0239,1328.850,2.22176
84.0960,-17.3457,1433.762,2.02644
84.1387,-17.3745,1481.155,1.98699
84.1813,-17.3383,1448.483,2.50647
84.2240,-17.8444,1444.937,2.45076
84.2667,-18.3420,1447.924,2.44342
84.3093,-18.3434,1486.437,2.15035
84.3520,-18.2879,1541.035,2.20174
84.3947,-18.2835,1479.968,2.25367
84.4373,-18.2181,1312.404,2.53572
84.4800,-18.2381,1306.177,2.35145
84.5227,-18.2465,1233.087,2.39395
84.5653,-18.2248,1209.908,2.29583
84.6080,-18.1781,1286.567,2.27011
84.6507,-18.0501,1236.208,2.76368
84.6933,-18.0405,1093.068,2.62599
84.7360,-18.1218,1161.629,2.62274
84.7787,-18.0970,1201.621,2.64025
84.8213,-17.9240,1225.744,2.35389
84.8640,-17.4387,1290.023,2.52008
84.9067,-17.7709,1226.920,2.81065
84.9493,-17.5873,1148.176,2.72366
84.9920,-17.6805,1255.491,2.71139
85.0347,-17.1797,1280.151,2.83745
85.0773,-17.6529,1435.563,2.57406
85.1200,-17.6577,1509.918,2.60584
85.1627,-17.5453,1488.035,3.05756
85.2053,-17.7133,1553.610,2.90120
85.2480,-17.7317,1649.237,2.85935
85.2907,-17.7417,1666.478,2.59889
85.3333,-17.5327,1629.075,2.67926
85.3760,-17.2841,1583.576,2.66799
85.4187,-17.4541,1326.150,2.70247
85.4613,-17.3967,1333.143,2.47655
85.5040,-17.3140,1306.504,2.39482
85.5467,-16.9134,1225.141,2.24336
85.5893,-17.2186,1227.074,2.19511
85.6320,-17.3265,1197.740,2.63364
85.6747,-17.5646,1178.502,2.66659
85.7173,-18.4285,1276.850,2.64519
85.7600,-18.4894,1323.400,2.75110
85.8027,-18.4089,1297.352,2.33765
85.8453,-18.2636,1312.569,2.44472
85.8880,-18.2827,1267.889,2.74483
85.9307,-18.1987,1201.597,2.54065
85.9733,-18.3289,1182.818,2.50604
86.0160,-18.1506,1093.979,2.58752
86.0587,-18.3823,1060.036,2.48228
86.1013,-18.1899,1029.621,2.54705
86.1440,-17.9357,952.063,3.02696
86.1867,-17.8243,908.787,2.88603
